,Scores
0,0.3399999924004078
1,0.2799999937415123
2,0.5699999872595072
3,0.5099999886006117
4,0.2199999950826168
5,0.07999999821186066
6,1.699999962002039
7,1.8299999590963125
8,0.3499999921768904
9,1.7099999617785215
10,1.029999976977706
11,2.199999950826168
12,1.0499999765306711
13,1.0899999756366014
14,0.0
15,0.7799999825656414
16,2.5899999421089888
17,2.349999947473407
18,1.649999963119626
19,2.7699999380856752
20,0.6899999845772982
21,3.879999913275242
22,3.4599999226629734
23,3.7499999161809683
24,1.6599999628961086
25,1.1299999747425318
26,2.419999945908785
27,0.19999999552965164
28,1.459999967366457
29,1.649999963119626
30,0.2699999939650297
31,1.0899999756366014
32,5.14999988488853
33,1.7899999599903822
34,2.319999948143959
35,3.1399999298155308
36,3.879999913275242
37,2.369999947026372
38,4.599999897181988
39,1.0699999760836363
40,2.9299999345093966
41,5.49999987706542
42,1.8299999590963125
43,3.129999930039048
44,4.25999990478158
45,4.409999901428819
46,4.479999899864197
47,5.80999987013638
48,2.629999941214919
49,1.7799999602138996
50,4.5099998991936445
51,6.229999860748649
52,4.139999907463789
53,2.9799999333918095
54,2.939999934285879
55,2.8899999354034662
56,4.149999907240272
57,6.249999860301614
58,4.7499998938292265
59,4.519999898970127
60,3.899999912828207
61,3.5299999210983515
62,7.169999839738011
63,3.919999912381172
64,5.199999883770943
65,7.04999984242022
66,4.8799998909235
67,4.779999893158674
68,6.129999862983823
69,7.93999982252717
70,5.909999867901206
71,5.329999880865216
72,5.429999878630042
73,5.5399998761713505
74,3.1499999295920134
75,3.349999925121665
76,5.7799998708069324
77,4.979999888688326
78,6.4499998558312654
79,4.9399998895823956
80,5.339999880641699
81,4.3899999018758535
82,8.659999806433916
83,7.799999825656414
84,5.709999872371554
85,5.139999885112047
86,3.299999926239252
87,4.559999898076057
88,6.579999852925539
89,9.269999792799354
90,8.01999982073903
91,7.149999840185046
92,7.489999832585454
93,4.549999898299575
94,5.629999874159694
95,6.339999858289957
96,5.199999883770943
97,6.979999843984842
98,5.639999873936176
99,5.169999884441495
100,8.609999807551503
101,10.489999765530229
102,4.52999989874661
103,7.389999834820628
104,6.2099998611956835
105,7.269999837502837
106,9.599999785423279
107,5.45999987795949
108,7.949999822303653
109,11.419999744743109
110,6.129999862983823
111,5.6099998746067286
112,6.319999858736992
113,6.4499998558312654
114,9.349999791011214
115,7.929999822750688
116,9.819999780505896
117,9.289999792352319
118,6.69999985024333
119,7.7399998269975185
120,9.699999783188105
121,7.499999832361937
122,6.869999846443534
123,8.90999980084598
124,7.31999983638525
125,8.069999819621444
126,8.359999813139439
127,9.17999979481101
128,9.94999977760017
129,5.249999882653356
130,10.429999766871333
131,4.56999989785254
132,8.709999805316329
133,9.069999797269702
134,8.309999814257026
135,9.17999979481101
136,7.449999833479524
137,9.44999978877604
138,4.519999898970127
139,9.119999796152115
140,9.17999979481101
141,9.779999781399965
142,10.619999762624502
143,5.529999876394868
144,7.349999835714698
145,8.609999807551503
146,9.029999798163772
147,8.419999811798334
148,8.199999816715717
149,12.849999712780118
150,5.219999883323908
151,11.76999973692
152,11.319999746978283
153,8.409999812021852
154,6.6599998511374
155,7.299999836832285
156,8.259999815374613
157,6.419999856501818
158,17.61999960616231
159,7.04999984242022
160,7.709999827668071
161,13.329999702051282
162,8.28999981470406
163,13.259999703615904
164,10.989999754354358
165,12.23999972641468
166,21.91999951004982
167,7.9799998216331005
168,19.469999564811587
169,13.369999701157212
170,10.399999767541885
171,11.159999750554562
172,4.9399998895823956
173,8.109999818727374
174,17.179999615997076
175,8.349999813362956
176,12.69999971613288
177,10.539999764412642
178,5.989999866113067
179,10.399999767541885
180,13.069999707862735
181,13.499999698251486
182,9.649999784305692
183,13.339999701827765
184,13.339999701827765
185,11.639999739825726
186,10.389999767765403
187,14.669999672099948
188,10.06999977491796
189,12.799999713897705
190,8.779999803751707
191,11.159999750554562
192,9.119999796152115
193,12.019999731332064
194,9.309999791905284
195,9.809999780729413
196,15.699999649077654
197,13.329999702051282
198,7.699999827891588
199,16.909999622032046
200,16.319999635219574
201,13.93999968841672
202,8.409999812021852
203,11.009999753907323
204,11.779999736696482
205,13.78999969176948
206,11.299999747425318
207,6.109999863430858
208,5.819999869912863
209,7.5499998312443495
210,11.279999747872353
211,13.029999708756804
212,7.869999824091792
213,9.589999785646796
214,15.439999654889107
215,7.469999833032489
216,8.339999813586473
217,5.259999882429838
218,5.45999987795949
219,9.739999782294035
220,8.699999805539846
221,18.059999596327543
222,13.299999702721834
223,7.31999983638525
224,18.08999959565699
225,11.259999748319387
226,10.169999772682786
227,8.699999805539846
228,14.439999677240849
229,7.829999824985862
230,9.05999979749322
231,16.709999626502395
232,9.36999979056418
233,19.409999566152692
234,9.899999778717756
235,14.20999968238175
236,8.889999801293015
237,23.92999946512282
238,10.289999770000577
239,16.719999626278877
240,24.119999460875988
241,12.81999971345067
242,15.29999965801835
243,21.18999952636659
244,14.82999966852367
245,22.019999507814646
246,19.859999556094408
247,22.059999506920576
248,13.219999704509974
249,31.44999929703772
250,21.829999512061477
251,18.93999957665801
252,12.799999713897705
253,14.899999666959047
254,26.859999399632215
255,14.709999671205878
256,19.959999553859234
257,22.829999489709735
258,18.1999995931983
259,19.66999956034124
260,33.42999925278127
261,21.18999952636659
262,8.419999811798334
263,17.029999619349837
264,17.689999604597688
265,17.07999961823225
266,20.579999540001154
267,9.549999786540866
268,28.92999935336411
269,14.239999681711197
270,12.959999710321426
271,14.959999665617943
272,20.52999954111874
273,22.45999949797988
274,13.619999695569277
